DOMAIN,STATE,ZIPCODE,TIME1,TIME2,VIS1,VIS2,XRN1,XRN2,XRN3,XRN4,XRN5,VAR1,VAR2,VAR3,VAR4,VAR5,TRN_AMT,TOTAL_TRN_AMT,TRN_TYPE
XOSOP.COM,KR,111,19,19,0,0,0,0,0,0,1,3,0,-38.976,18,1,12.95,12.95,LEGIT
TMA.COM,AR,649,11,11,0,0,1,0,0,0,1,2,1,-1.168,9,2,12.95,12.95,LEGIT
NEKSXUK.NET,BO,308,16,16,0,0,1,0,0,0,1,2,1,10.344,9,9,10.36,10.36,LEGIT
GQOEHRRUHN.COM,NAO,166,12,12,0,0,1,0,0,0,1,3,1,2.264,20,2,38.85,38.85,LEGIT
TH.COM,ROK,655,12,12,1,0,1,0,0,0,1,2,0,29.008,6,0,38.85,38.85,LEGIT
TMA.COM,MO,685,15,15,0,0,0,1,0,0,1,3,1,20.584,17,0,12.95,12.95,FRAUD
XOSOP.COM,MO,685,18,18,0,0,0,0,0,0,1,3,1,49.12,21,0,12.95,12.95,LEGIT
TMA.COM,KR,125,12,12,0,0,0,1,1,0,2,3,0,-30.256,15,4,12.95,12.95,LEGIT
XOSOP.COM,ROD,367,11,11,0,0,0,0,0,0,1,3,1,48.16,24,0,38.85,38.85,LEGIT
TCN.COM,SK,355,22,22,0,0,1,1,1,0,2,3,1,-57.248,6,0,12.95,12.95,LEGIT
HSYCOLGEYT.COM,ROB,453,7,7,0,0,0,1,1,0,1600,4,0,50.056,8,3,0.0,0.0,LEGIT
TCN.COM,KR,108,14,14,0,0,1,1,1,0,1,3,1,30.904,11,1,38.85,38.85,LEGIT
BWT.NET,AO,675,23,23,1,0,1,1,1,0,1,2,0,14.248,9,0,12.95,12.95,LEGIT
TMA.COM,KR,101,17,17,0,0,0,0,0,0,1,2,1,-11.408,20,0,12.95,12.95,LEGIT
VUHZRNB.COM,LM,127,19,19,1,0,0,1,1,0,1,2,0,27.312,8,0,49.95,49.95,LEGIT
ACYTF.COM,TAO,647,9,9,0,0,1,1,0,0,1,2,0,44.16,8,4,31.08,31.08,LEGIT
TCN.COM,IO,664,13,13,0,0,1,0,0,0,1,1,1,-26.528,16,0,12.95,12.95,LEGIT
XOSOP.COM,VO,602,11,11,0,0,0,1,0,0,1,2,0,1.016,25,0,12.95,12.95,LEGIT
XOSOP.COM,KR,108,22,22,0,0,0,1,1,0,1,3,0,-11.584,10,0,38.85,38.85,LEGIT
QGQ.COM,MV,369,11,11,0,0,1,0,0,0,1,0,0,27.6,7,1,25.9,25.9,LEGIT
XOSOP.COM,NNO,607,20,20,1,0,1,0,0,0,1,0,0,39.712,11,0,10.36,10.36,LEGIT
TMA.COM,KR,104,14,14,0,0,0,1,1,0,1,2,1,43.648,16,2,12.95,12.95,LEGIT
QGFALMCP.RR.COM,MO,685,12,12,0,0,1,0,0,0,1,2,0,26.592,9,9,38.85,38.85,LEGIT
CQP.RR.COM,MO,685,11,11,0,0,1,0,0,0,2,3,0,-7.736,10,0,12.95,12.95,LEGIT
TMA.COM,ROM,430,8,8,0,0,1,1,1,0,1,2,0,15.392,13,2,25.9,25.9,LEGIT
VUHZRNB.COM,MO,685,11,11,0,0,1,1,1,0,1,1,1,-5.392,19,0,10.36,10.36,LEGIT
TMA.COM,LO,398,15,15,0,0,0,0,0,0,1,3,0,2.392,12,0,34.95,34.95,LEGIT
TMA.COM,SO,693,18,18,0,0,0,0,0,0,1,3,0,49.92,20,0,25.9,25.9,LEGIT
IAPGTLWPP.COM,CO,672,10,10,0,0,0,1,1,0,1,2,1,27.752,25,0,38.85,38.85,LEGIT
ITTEQU.ORG,KR,118,16,16,0,0,0,0,0,0,1,2,1,-23.936,23,0,12.95,12.95,LEGIT
TMA.COM,VO,601,20,20,1,0,0,0,0,0,1,2,1,28.656,16,0,38.85,38.85,LEGIT
XOSOP.COM,KR,102,12,12,0,0,1,1,0,0,1,2,1,41.424,9,2,12.95,12.95,LEGIT
TMA.COM,AR,649,23,23,0,0,1,0,1,0,2,2,0,-1.28,6,3,10.36,10.36,LEGIT
NEKSXUK.NET,KO,650,13,13,0,0,0,0,0,0,2,3,0,-97.112,21,1,25.9,25.9,LEGIT
VUHZRNB.COM,CO,672,15,15,0,0,1,0,1,0,1,2,1,16.048,9,3,12.95,12.95,LEGIT
TMA.COM,",O",634,17,17,0,0,1,0,0,0,2,3,0,-12.136,10,0,12.95,12.95,FRAUD
TMA.COM,KR,119,19,19,0,0,0,1,1,0,2,2,1,-104.864,8,0,38.85,38.85,LEGIT
BWT.NET,NAO,166,15,15,0,0,1,0,0,1,3,3,0,54.608,9,0,10.36,10.36,LEGIT
HFPE.NET,RONO,362,9,9,0,0,0,0,0,0,1,0,0,-36.976,6,0,38.85,38.85,LEGIT
BWT.NET,MO,685,23,23,0,0,0,1,0,0,1,2,1,19.2,6,1,25.9,25.9,LEGIT
VUHZRNB.COM,PO,614,8,8,0,0,1,1,0,0,1,3,1,5.816,27,0,12.95,12.95,LEGIT
HKRELYSPR.COM,AK,656,20,20,0,0,1,1,1,0,1,2,0,49.536,9,9,11.01,11.01,LEGIT
VUHZRNB.COM,LO,398,15,15,0,0,1,1,1,0,1,3,0,-6.416,6,2,31.08,31.08,LEGIT
VUHZRNB.COM,ROK,655,6,6,0,0,1,0,0,0,1,3,1,37.904,8,4,12.95,12.95,LEGIT
BRZWCURTY.NET,KR,122,2,2,1,0,1,1,1,0,3,0,1,16.264,7,0,23.3,23.3,LEGIT
XOSOP.COM,KR,118,11,11,0,0,1,0,0,0,2,2,1,22.032,8,1,49.95,49.95,LEGIT
BWT.NET,AO,675,11,11,0,0,0,1,1,0,1,3,0,14.096,7,1,38.85,38.85,LEGIT
TCN.COM,AO,675,22,22,0,0,1,0,0,0,1,2,0,-11.8,6,2,25.9,25.9,LEGIT
TMA.COM,LM,128,21,21,0,0,0,0,0,0,1,3,1,-34.104,17,0,12.95,12.95,LEGIT
XFVMBFQJ.NET,KR,115,20,20,0,0,0,1,1,0,1,2,0,1.632,10,0,49.95,49.95,LEGIT
TMA.COM,LM,128,23,23,0,0,1,1,0,0,1,3,0,7.6,7,0,25.9,25.9,LEGIT
XOSOP.COM,VO,602,13,13,1,0,1,1,1,0,1,3,1,36.256,7,1,10.36,10.36,LEGIT
XOSOP.COM,KR,111,14,14,0,0,0,0,0,0,1,3,0,39.168,19,0,38.85,38.85,LEGIT
TMA.COM,ROK,655,15,15,0,0,0,0,0,0,1,2,1,-9.912,18,3,38.85,38.85,LEGIT
XOSOP.COM,RO,390,9,9,0,0,0,0,0,0,1,2,1,39.648,22,0,12.95,12.95,LEGIT
VCWGQDR.NET,KR,114,16,16,0,0,1,1,0,0,2,3,0,3.768,8,0,12.95,12.95,LEGIT
QYMGCUN.NET,KR,118,16,16,0,0,1,1,1,0,1,2,1,50.448,16,1,39.96,39.96,LEGIT
NEKSXUK.NET,",O",634,15,15,0,0,0,0,0,0,1,3,1,57.72,9,0,12.95,12.95,LEGIT
XOSOP.COM,PO,614,21,21,0,0,0,0,0,0,4,3,0,-110.72,7,0,38.85,38.85,LEGIT
BRZWCURTY.NET,ROU,426,17,17,0,0,1,0,0,0,1,3,0,42.992,12,0,12.95,12.95,LEGIT
XOSOP.COM,ROK,655,8,8,0,0,1,1,1,0,1,3,0,53.792,8,0,20.72,20.72,LEGIT
TMA.COM,KR,110,0,0,1,0,0,0,0,0,1,3,1,26.664,11,2,49.95,49.95,LEGIT
VUHZRNB.COM,ROK,655,12,12,1,0,1,1,1,0,1,3,0,18.08,10,1,12.95,12.95,LEGIT
BRZWCURTY.NET,ROT,420,16,16,0,0,0,0,0,0,1,1,0,30.448,22,0,38.85,38.85,LEGIT
TMA.COM,ROD,367,6,6,0,0,1,1,0,1,1,2,1,16.68,9,9,11.01,11.01,LEGIT
XOSOP.COM,MO,685,13,13,0,0,0,1,0,0,2,3,1,15.24,8,2,12.95,12.95,LEGIT
KKZBETFJ.COM,RONO,362,17,17,0,0,1,1,1,0,1,3,1,-56.392,11,0,10.36,10.36,LEGIT
TMA.COM,MV,369,18,18,0,0,1,0,0,0,1,0,0,-28.504,16,0,12.95,12.95,LEGIT
CQP.RR.COM,MO,685,8,8,0,0,1,1,1,0,2,3,0,23.608,10,0,25.9,25.9,LEGIT
SYY.EDU,VO,600,9,9,0,0,0,0,0,0,1,2,1,15.32,7,1,12.95,12.95,LEGIT
SPRUDVHLD.COM,VO,601,23,23,0,0,1,1,1,0,1,2,0,16.92,6,0,12.95,12.95,LEGIT
VUHZRNB.COM,EAO,648,20,20,0,0,0,0,0,0,2,2,1,25.896,9,0,11.01,11.01,LEGIT
VUHZRNB.COM,CO,672,15,15,0,0,1,1,1,0,4,3,1,38.56,7,0,12.95,12.95,LEGIT
TMA.COM,OO,644,10,10,0,0,1,0,0,0,2,2,0,7.968,7,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,MO,685,10,10,0,0,1,0,0,0,1,0,0,14.744,6,0,31.08,31.08,LEGIT
XZXDQOGHY.NET,ROB,450,21,21,0,0,0,1,1,0,2,0,1,-45.136,22,1,38.85,38.85,LEGIT
KRHSKCLSN.NET,BO,308,11,11,0,1,0,1,1,0,2,3,1,43.312,21,0,38.85,38.85,LEGIT
HVQJDXBHR.COM,MO,685,13,13,0,0,1,0,0,0,1,3,1,-7.504,23,0,12.95,12.95,LEGIT
XOSOP.COM,NAO,166,10,10,0,0,0,1,0,0,1,3,1,40.96,25,2,12.95,12.95,LEGIT
VUHZRNB.COM,BO,308,16,16,0,0,1,0,1,0,1,2,1,53.104,9,2,31.08,31.08,LEGIT
BSBDHJUM.COM,JAO,679,19,19,0,0,0,1,1,0,2,3,1,44.512,13,0,12.95,12.95,FRAUD
XOSOP.COM,KR,103,9,9,0,0,1,0,0,0,2,3,0,32.64,10,0,38.85,38.85,LEGIT
WKGAP.COM,KR,104,0,0,0,0,1,0,0,0,2,2,1,-23.824,8,0,38.85,38.85,LEGIT
FWSPLVEAM.COM,MO,685,13,13,0,0,1,0,0,1,2,3,1,32.28,9,9,33.67,33.67,LEGIT
TCN.COM,KR,110,16,16,0,0,0,1,1,0,2,2,1,28.048,17,0,12.95,12.95,LEGIT
ZUB.NET,KR,125,18,18,0,0,0,0,0,0,1,3,1,42.344,13,0,12.95,12.95,LEGIT
WKGAP.COM,PO,614,7,7,0,0,1,0,0,0,1,0,1,-31.888,7,0,49.95,49.95,LEGIT
QZHNS.COM,OO,644,14,14,0,0,0,1,1,0,364,4,1,-58.448,11,0,0.0,0.0,LEGIT
VLRCKBJIBSKTYFBET.ORG,PO,614,12,12,0,0,0,1,0,0,1,3,1,-34.984,7,0,49.95,49.95,LEGIT
ACYTF.COM,SK,356,16,16,1,0,1,0,0,0,1,2,0,33.144,9,4,31.08,31.08,LEGIT
XOSOP.COM,LO,398,14,14,0,0,0,1,1,0,1,3,1,53.304,17,3,31.08,31.08,LEGIT
BRZWCURTY.NET,KR,108,12,12,0,0,1,0,1,0,2,0,0,31.512,10,4,38.85,38.85,LEGIT
BRZWCURTY.NET,CO,672,12,12,0,0,0,1,0,0,1,2,1,38.776,27,0,38.85,38.85,LEGIT
QZHNS.COM,OO,644,14,14,0,0,1,1,1,0,3278,4,0,0.504,12,1,0.0,0.0,LEGIT
NEKSXUK.NET,ROB,450,15,15,0,0,1,1,1,0,2,0,0,1.424,6,0,38.85,38.85,LEGIT
TCN.COM,MV,369,15,15,0,0,0,0,0,0,1,3,1,-3.872,17,1,38.85,38.85,LEGIT
WAJCTHFVP.NET,PO,614,12,12,0,0,0,0,0,0,1,4,1,43.472,21,1,0.0,0.0,LEGIT
MYHSIHEBKVZPJUDXJHJK.COM,IO,664,17,17,0,0,0,1,1,0,1,3,0,-29.784,28,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,PO,614,11,11,0,0,1,1,0,0,1,3,0,-12.96,9,3,12.95,12.95,LEGIT
TMA.COM,MO,685,7,7,1,0,1,0,0,0,2,4,1,-39.664,6,0,12.95,12.95,LEGIT
TMA.COM,LM,127,3,3,0,0,1,1,0,0,1,3,0,7.6,7,0,10.36,10.36,LEGIT
TMA.COM,MO,685,17,17,0,0,0,0,1,0,1,2,0,9.152,19,0,12.95,12.95,LEGIT
DGIFYHULERWF.COM,UO,432,16,16,0,0,0,1,1,0,2,3,1,-16.16,21,0,38.85,38.85,LEGIT
VUHZRNB.COM,VO,600,21,21,0,0,1,1,1,0,2,2,0,-23.44,9,0,38.85,38.85,LEGIT
XOSOP.COM,AO,675,16,16,0,0,1,1,1,1,1,3,0,7.712,9,2,10.36,10.36,LEGIT
XOSOP.COM,KR,103,15,15,1,0,0,1,1,0,1,3,1,1.376,22,2,38.85,38.85,LEGIT
TTW.NET,ROI,386,10,10,1,0,1,1,1,0,1,3,0,45.216,12,2,12.95,12.95,LEGIT
TMA.COM,VO,601,10,10,0,0,0,0,0,0,1,3,1,-10.944,20,0,12.95,12.95,LEGIT
MOEPZISBWNIUJKYM.COM,VO,602,21,21,0,0,1,0,0,0,1,3,1,34.152,9,9,10.36,10.36,LEGIT
TCN.COM,KR,122,15,15,0,0,1,0,0,0,1,3,1,50.344,11,0,49.95,49.95,LEGIT
TMA.COM,KR,102,1,1,0,0,1,1,0,0,1,0,0,-43.416,9,9,12.95,12.95,LEGIT
FXT.NET,LO,398,13,13,0,0,0,0,0,0,1,3,0,9.736,16,0,38.85,38.85,LEGIT
XOSOP.COM,LM,128,9,9,0,0,0,0,0,0,1,0,1,30.696,20,2,11.01,11.01,LEGIT
TMA.COM,NAO,166,13,13,0,0,1,1,0,0,1,3,0,26.584,12,0,38.85,38.85,LEGIT
HKA.GOV,NAO,166,14,14,0,0,0,1,1,0,2,3,0,21.944,19,0,12.95,12.95,LEGIT
XOSOP.COM,ROK,655,21,21,0,1,1,0,0,0,1,0,0,18.4,16,4,12.95,12.95,LEGIT
ZUB.NET,MV,369,22,22,0,0,0,1,0,0,2,4,1,-52.36,7,0,12.95,12.95,LEGIT
XOSOP.COM,ROA,385,19,19,0,0,1,1,0,0,3,2,1,8.688,8,0,38.85,38.85,LEGIT
NHZVUUFKBOU.COM,KR,109,10,10,1,0,0,0,0,0,1,3,1,15.792,20,0,38.85,38.85,LEGIT
YBJ.EDU,BO,308,7,7,1,0,1,0,0,0,1,3,0,40.664,11,1,12.95,12.95,LEGIT
TMA.COM,RONO,362,14,14,0,0,1,1,1,0,1,2,0,36.44,7,0,10.36,10.36,LEGIT
ZGWRZICMB.EDU,KR,121,14,14,0,0,0,0,0,0,2,0,1,4.48,18,0,38.85,38.85,LEGIT
XOSOP.COM,AR,649,17,17,0,0,1,0,1,0,1,3,1,14.976,8,2,11.01,11.01,LEGIT
PHEZEIHTTNT.NET,EAO,648,9,9,0,0,1,0,0,0,2,3,0,5.584,23,0,49.95,49.95,LEGIT
TMA.COM,ROA,385,17,17,0,0,0,1,0,0,1,2,0,-36.4,14,3,38.85,38.85,LEGIT
XOSOP.COM,TO,625,9,9,0,0,1,0,1,0,1,3,1,18.624,11,0,38.85,38.85,LEGIT
BRZWCURTY.NET,KR,119,21,21,1,0,1,1,1,0,1,3,1,23.56,26,0,12.95,12.95,LEGIT
YEACK.COM,LO,398,16,16,0,1,1,0,0,0,2,4,0,25.752,8,2,12.95,12.95,LEGIT
XZXDQOGHY.NET,KR,123,8,8,0,0,1,0,0,0,1,0,0,-27.304,9,0,12.95,12.95,LEGIT
TPUQLDZNIMRIQPQKBB.COM,MO,685,10,10,0,0,1,0,0,0,1,0,0,-19.504,8,2,12.95,12.95,LEGIT
VUHZRNB.COM,AO,675,13,13,1,0,0,0,0,0,1,3,1,34.992,21,0,38.85,38.85,LEGIT
WAJCTHFVP.NET,MO,685,11,11,0,0,0,1,0,0,1,0,1,25.936,21,1,59.4,59.4,LEGIT
NHG.COM,AO,675,16,16,0,0,1,0,0,0,1,3,0,13.52,7,0,10.36,10.36,LEGIT
NAHPRXE.COM,VO,602,5,5,0,0,0,1,1,0,2,2,0,37.28,21,1,12.95,12.95,LEGIT
TCN.COM,CO,672,14,14,0,0,0,0,0,0,1,2,0,41.496,10,0,38.85,38.85,LEGIT
BWT.NET,AO,675,1,1,0,0,0,1,0,0,2,3,1,28.488,9,0,38.85,38.85,LEGIT
XOSOP.COM,ROK,655,16,16,0,0,0,1,0,0,1,3,1,10.184,7,0,49.95,49.95,LEGIT
OMTZWVJKPRO.COM,BO,308,11,11,0,0,0,0,1,0,1,3,0,-20.12,30,0,38.85,38.85,LEGIT
UGGLH.COM,YO,150,18,18,0,0,0,1,1,0,4,3,0,33.48,10,0,12.95,12.95,LEGIT
XZXDQOGHY.NET,KR,101,22,22,0,0,1,1,0,0,2,2,0,-32.784,6,0,12.95,12.95,LEGIT
XOSOP.COM,VO,602,23,23,1,0,1,0,0,0,1,2,1,39.192,6,0,25.9,25.9,LEGIT
TCN.COM,KR,106,14,14,0,0,1,1,1,0,2,2,1,28.048,17,0,10.36,10.36,LEGIT
ANIUPLKZRGKYFLTHWCBH.COM,KR,110,12,12,0,0,0,0,0,0,1,3,1,-15.8,29,0,31.08,31.08,LEGIT
XOSOP.COM,VO,601,14,14,0,0,1,0,0,0,1,2,0,25.824,8,6,38.85,38.85,LEGIT
FGORSY.RR.COM,VO,600,13,13,0,0,1,0,0,0,3,3,0,58.128,11,0,12.95,12.95,LEGIT
TCN.COM,MO,685,10,10,0,0,0,1,1,0,1,3,0,-14.68,14,0,49.95,49.95,LEGIT
BWT.NET,AO,675,13,13,0,0,1,0,0,0,2,3,0,29.424,19,2,12.95,12.95,LEGIT
NEKSXUK.NET,KR,122,8,8,0,0,0,1,1,0,2,3,0,-22.912,7,0,49.95,49.95,LEGIT
PFQDFZ.NET,VO,600,10,9,0,0,0,1,0,0,1,1,1,-13.2,10,2,49.95,49.95,LEGIT
XOSOP.COM,LO,398,13,13,1,0,0,1,1,0,1,3,1,36.296,7,0,12.95,12.95,LEGIT
OOB.COM,KK,680,14,14,0,0,0,0,0,0,1,2,0,40.824,11,0,12.95,12.95,LEGIT
VUHZRNB.COM,VO,602,7,7,0,0,0,1,1,0,1,3,0,17.608,11,0,12.95,12.95,LEGIT
JBXW.NET,CO,672,11,11,0,0,0,0,0,0,1,3,0,37.064,24,0,38.85,38.85,LEGIT
XOSOP.COM,TO,625,14,14,0,0,0,1,1,0,2,3,1,-50.784,20,0,12.95,12.95,LEGIT
UQNH.NET,ROM,430,14,14,0,0,1,0,0,0,1,3,1,38.816,9,9,12.95,12.95,LEGIT
TMA.COM,LM,127,11,11,0,0,0,1,0,0,2,2,0,-47.912,12,0,14.95,14.95,LEGIT
WAJCTHFVP.NET,SO,693,7,7,0,0,0,0,0,0,2,2,1,31.208,6,0,38.85,38.85,LEGIT
QFKOIPIPWDEEHTKDDLOOSH.COM,PO,614,17,17,0,0,0,1,0,1,1,4,1,-27.72,9,9,38.85,38.85,LEGIT
GDYGFWD.NET,MV,369,15,14,0,0,0,1,1,0,2,3,1,14.96,19,0,49.95,49.95,LEGIT
BRZWCURTY.NET,CO,672,22,22,1,0,1,1,1,0,1,3,1,44.456,9,0,12.95,12.95,LEGIT
VUHZRNB.COM,KR,116,18,18,0,0,1,0,0,1,1,3,0,-0.872,8,0,12.95,12.95,LEGIT
IOCWWEMJF.USA,KR,118,15,15,0,0,1,0,0,0,1,2,0,32.992,8,0,12.95,12.95,LEGIT
BRZWCURTY.NET,KR,112,16,16,0,0,0,0,1,0,1,3,0,-8.368,8,0,38.85,38.85,LEGIT
XOSOP.COM,SO,693,12,12,0,0,1,0,1,0,2,3,0,31.464,10,0,10.36,10.36,LEGIT
CQP.RR.COM,MO,685,21,21,0,0,1,1,1,0,2,3,0,23.608,10,0,25.9,25.9,LEGIT
BWT.NET,AO,675,23,23,0,0,1,0,0,0,1,0,0,-47.792,17,0,12.95,12.95,LEGIT
TGRXNMB.NET,CR,428,12,12,0,0,1,0,1,0,1,3,0,-7.44,11,0,12.95,12.95,LEGIT
UGGLH.COM,PO,614,20,20,0,0,0,0,1,0,1,3,1,-21.624,20,0,12.95,12.95,LEGIT
XOSOP.COM,AO,675,17,17,1,0,0,1,1,0,1,3,1,46.6,24,4,12.95,12.95,LEGIT
XOSOP.COM,MO,685,20,20,0,0,0,1,1,0,1,2,1,-52.488,19,4,49.95,49.95,LEGIT
XOSOP.COM,ROK,655,9,9,0,0,0,1,1,0,1,2,1,22.816,16,0,38.85,38.85,LEGIT
NEKSXUK.NET,VO,602,11,11,0,0,1,1,0,0,2,3,0,-14.168,14,0,38.85,38.85,LEGIT
XOSOP.COM,TAO,647,8,8,0,0,1,1,1,0,1,2,0,9.192,9,9,10.36,10.36,LEGIT
XOSOP.COM,PO,614,15,15,0,0,0,0,0,0,1,3,1,39.608,19,3,25.9,25.9,LEGIT
BRZWCURTY.NET,KR,104,13,13,0,0,0,0,0,0,1,4,0,-25.496,28,0,0.0,0.0,LEGIT
XZXDQOGHY.NET,KR,112,2,2,1,0,0,1,0,0,1,2,0,-55.856,7,0,12.95,12.95,LEGIT
XOSOP.COM,EAO,648,17,17,0,0,1,0,0,0,1,3,1,43.528,24,0,12.95,12.95,LEGIT
XOSOP.COM,KR,112,0,0,0,0,0,1,1,0,1,3,1,6.36,8,7,25.9,25.9,LEGIT
TMA.COM,LM,127,19,19,1,0,1,1,0,0,1,3,0,34.024,9,0,11.01,11.01,LEGIT
TMA.COM,PO,614,19,20,0,0,0,0,0,0,1,3,0,-4.768,23,0,31.08,31.08,LEGIT
XOSOP.COM,CO,672,13,13,0,0,0,1,0,0,1,2,0,-5.32,9,2,49.95,49.95,LEGIT
VCWGQDR.NET,SO,693,11,11,0,0,0,1,1,0,1,1,1,-36.384,20,3,10.36,10.36,FRAUD
KSJNDJYHQGYCIBR.COM,VO,601,11,12,0,0,0,0,0,0,1,0,0,-16.272,26,0,31.08,31.08,LEGIT
QA.RR.COM,EAO,648,20,20,0,0,0,1,1,0,1,3,0,28.128,21,2,38.85,38.85,LEGIT
TMA.COM,MO,685,20,20,0,0,1,1,0,0,2,3,0,-15.232,6,1,12.95,12.95,LEGIT
TMA.COM,MO,685,17,17,0,0,1,1,1,0,1,3,0,19.992,13,0,10.36,10.36,LEGIT
XOSOP.COM,AR,649,11,11,0,0,0,1,0,0,2,3,0,5.936,13,3,38.85,38.85,LEGIT
XOSOP.COM,MO,685,1,1,0,0,0,1,0,0,1,3,1,-34.92,18,0,49.95,49.95,LEGIT
XOSOP.COM,SP,192,23,23,0,0,1,0,0,0,1,3,1,33.968,15,2,12.95,12.95,LEGIT
TMA.COM,ROD,367,1,1,0,0,1,1,1,1,1,2,0,23.656,9,1,25.9,25.9,LEGIT
TCN.COM,KR,112,11,11,0,0,0,1,1,0,1,0,0,-175.416,21,1,49.95,49.95,LEGIT
VUHZRNB.COM,K,683,15,15,0,0,1,1,0,0,1,2,0,10.144,9,9,38.85,38.85,LEGIT
XOSOP.COM,OO,644,18,18,0,0,0,1,1,0,1,3,0,0.24,16,3,38.85,38.85,LEGIT
XOSOP.COM,ROK,655,10,10,0,0,0,0,0,0,1,0,0,49.728,8,0,11.01,11.01,LEGIT
XZXDQOGHY.NET,KR,102,16,16,0,0,1,0,0,0,2,3,1,-59.912,9,9,12.95,12.95,LEGIT
TMA.COM,KR,116,0,0,0,0,1,1,0,0,2,2,1,47.44,7,1,38.85,38.85,LEGIT
TMA.COM,AO,675,14,14,0,0,1,1,1,0,1,3,1,-13.616,11,3,12.95,12.95,LEGIT
NEKSXUK.NET,LO,398,23,23,0,0,0,0,0,0,2,3,1,7.56,9,0,11.01,11.01,LEGIT
TMA.COM,BO,308,19,19,0,0,0,1,1,0,3,3,0,-70.304,17,0,12.95,12.95,LEGIT
RFUBKAOS.NET,UBAO,669,15,15,0,0,0,0,0,0,2,4,0,-2.16,10,0,0.0,0.0,LEGIT
TMA.COM,ROK,655,21,21,0,0,1,1,1,0,1,2,0,45.712,10,2,25.9,25.9,LEGIT
VUHZRNB.COM,KR,101,10,10,0,0,0,1,0,0,1,3,1,22.272,22,0,10.36,10.36,LEGIT
BZDMVZFFD.AF,MV,369,8,8,0,0,0,1,1,0,2,3,0,-52.976,25,0,38.85,38.85,LEGIT
QWHAHDT.COM,CO,672,16,16,0,0,0,0,0,0,1,2,0,5.344,16,0,38.85,38.85,LEGIT
TMA.COM,SK,356,13,13,0,0,0,0,0,0,2,3,1,23.528,6,0,10.36,10.36,LEGIT
TMA.COM,KR,104,20,20,0,0,1,1,0,0,2,2,0,14.112,10,6,12.95,12.95,LEGIT
NEKSXUK.NET,NAO,166,17,18,0,0,1,1,0,0,1,2,0,-52.72,10,2,38.85,38.85,LEGIT
XOSOP.COM,PO,614,20,20,0,0,0,1,0,0,1,3,0,-5.256,19,3,11.96,11.96,LEGIT
KK.TAYLORWOODROW.COM,KR,119,11,11,1,0,1,1,1,0,2,3,1,31.088,8,0,25.9,25.9,LEGIT
TMA.COM,KR,120,20,20,1,0,0,1,1,0,1,2,0,26.216,15,0,49.95,49.95,LEGIT
VUHZRNB.COM,ROK,655,6,6,0,0,1,0,0,0,1,1,1,23.504,21,0,12.95,12.95,LEGIT
XOSOP.COM,BO,308,10,10,0,0,1,1,1,0,2,2,0,-49.6,8,4,12.95,12.95,LEGIT
VUHZRNB.COM,LO,398,15,15,0,0,1,0,0,0,1,3,1,44.92,9,9,10.36,10.36,LEGIT
TMA.COM,OO,644,10,10,0,0,0,0,0,0,1,3,1,6.208,17,0,12.95,12.95,LEGIT
XOSOP.COM,LM,128,5,5,0,0,1,0,0,1,1,2,1,9.728,8,2,10.36,10.36,LEGIT
IGFMGKIBCT.COM,CR,428,15,15,0,0,1,0,0,0,1,3,0,-1.944,18,0,38.85,38.85,LEGIT
WKHWUSK.NET,TO,625,12,12,0,0,1,0,0,0,1,3,0,-3.584,7,1,12.95,12.95,LEGIT
NVN.RR.COM,OO,644,21,21,0,0,0,1,1,0,1,2,1,-20.336,21,0,38.85,38.85,LEGIT
YXAWJOOJ.COM,VO,600,5,5,0,0,1,0,1,0,2,2,1,15.392,13,5,12.95,12.95,LEGIT
XZXDQOGHY.NET,ROM,430,8,8,0,0,1,0,0,0,1,3,0,18.64,11,0,12.95,12.95,LEGIT
VUHZRNB.COM,KR,108,19,19,0,0,1,1,1,0,1,3,0,-4.16,8,0,38.85,38.85,LEGIT
PGSEQQPW.NET,KR,101,17,17,0,0,1,0,0,0,1,2,0,-12.632,10,0,31.08,31.08,FRAUD
XZXDQOGHY.NET,AO,675,22,22,0,0,0,0,0,0,1,3,1,3.312,24,0,38.85,38.85,LEGIT
TMA.COM,ROK,655,12,12,0,0,0,1,0,0,1,2,0,-43.688,16,0,38.85,38.85,LEGIT
XOSOP.COM,MO,685,10,10,0,0,1,0,0,0,1,3,0,-23.56,20,7,12.95,12.95,LEGIT
TTXOZSVZBSLSP.COM,LM,128,9,9,0,0,0,1,1,0,1,3,0,30.632,24,0,12.95,12.95,LEGIT
RP.RR.COM,ROI,386,11,11,0,0,1,0,0,0,1,0,0,61.328,6,0,12.95,12.95,LEGIT
BUPDSLF.COM,KR,108,19,19,0,0,1,1,1,0,1,0,0,-33.048,16,0,12.95,12.95,LEGIT
TCN.COM,",O",634,11,11,0,0,1,1,0,0,1,4,1,-53.456,10,10,71.96,71.96,LEGIT
YKQNPPOMT.ORG,VO,602,9,9,0,0,0,1,1,0,1,3,0,17.896,9,0,95.4,95.4,LEGIT
TMA.COM,KR,113,0,0,1,0,0,1,1,0,1,2,0,27.64,8,0,49.95,49.95,LEGIT
RKYVZO.COM,MO,685,8,8,0,1,1,1,1,0,1,3,1,17.552,9,2,11.01,11.01,LEGIT
TCN.COM,NNO,606,22,22,0,0,1,1,1,0,1,3,0,23.8,11,4,25.9,25.9,LEGIT
